account_no,kwh,avg_temp,dayofweek,quarter,month,year,dayofyear,day,weekofyear,is_weekend,dayofyear_sin,dayofyear_cos,weekofyear_sin,weekofyear_cos,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_mean_30,temp_lag_1,temp_lag_2,temp_lag_3,temp_roll_mean_3,temp_roll_mean_7,temp_kwh_interaction,date
2424162000,0.0019,23.9,1,4,10,2023,297,24,43,0,-0.920971288,0.38963045,-0.885456026,0.464723172,0,0,14.2811,18.6763,33.6947,14.8538,49.0628,11.64397143,12.81595,24.4,23.45,24.85,23.91666667,24.46428571,0.04541,24-10-2023
2424162000,0.565,24.25,2,4,10,2023,298,25,43,0,-0.914127988,0.405425728,-0.885456026,0.464723172,0.0019,0,0,14.2811,18.6763,33.6947,14.8538,9.602714286,12.325912,23.9,24.4,23.45,24.18333333,24.36428571,13.70125,25-10-2023
2424162000,4.2764,25.25,3,4,10,2023,299,26,43,0,-0.907013813,0.421100871,-0.885456026,0.464723172,0.565,0.0019,0,0,14.2811,18.6763,33.6947,5.4001,12.01631538,24.25,23.9,24.4,24.46666667,24.37857143,107.9791,26-10-2023
2424162000,0.1664,23.7,4,4,10,2023,300,27,43,0,-0.89963087,0.436651232,-0.885456026,0.464723172,4.2764,0.565,0.0019,0,0,14.2811,18.6763,2.755828571,11.57742963,25.25,24.25,23.9,24.4,24.25714286,3.94368,27-10-2023
2424162000,0.0386,23.4,5,4,10,2023,301,28,43,1,-0.891981346,0.452072204,-0.885456026,0.464723172,0.1664,4.2764,0.565,0.0019,0,0,14.2811,0.721185714,11.16532857,23.7,25.25,24.25,24.11666667,24.05,0.90324,28-10-2023
2424162000,0,24,6,4,10,2023,302,29,43,1,-0.88406751,0.467359217,-0.885456026,0.464723172,0.0386,0.1664,4.2764,0.565,0.0019,0,0,0.721185714,10.78031724,23.4,23.7,25.25,23.7,24.12857143,0,29-10-2023
2424162000,0.0034,24.25,0,4,10,2023,303,30,44,0,-0.875891705,0.482507742,-0.822983866,0.568064747,0,0.0386,0.1664,4.2764,0.565,0.0019,0,0.721671429,10.42108667,24,23.4,23.7,23.88333333,24.10714286,0.08245,30-10-2023
2424162000,0,24.35,1,4,10,2023,304,31,44,0,-0.867456355,0.497513289,-0.822983866,0.568064747,0.0034,0,0.0386,0.1664,4.2764,0.565,0.0019,0.7214,10.42108667,24.25,24,23.4,24.2,24.17142857,0,31-10-2023
2424162000,0,25.05,2,4,11,2023,305,1,44,0,-0.858763958,0.512371412,-0.822983866,0.568064747,0,0.0034,0,0.0386,0.1664,4.2764,0.565,0.640685714,10.42108667,24.35,24.25,24,24.55,24.28571429,0,01-11-2023
2424162000,15.1171,25.7,3,4,11,2023,306,2,44,0,-0.849817092,0.527077709,-0.822983866,0.568064747,0,0,0.0034,0,0.0386,0.1664,4.2764,2.189357143,10.92499,25.05,24.35,24.25,25.03333333,24.35,388.50947,02-11-2023
2424162000,36.1603,24.6,4,4,11,2023,307,3,44,0,-0.840618406,0.541627821,-0.822983866,0.568064747,15.1171,0,0,0.0034,0,0.0386,0.1664,7.331342857,12.13033333,25.7,25.05,24.35,25.11666667,24.47857143,889.54338,03-11-2023
2424162000,26.6332,24.25,5,4,11,2023,308,4,44,1,-0.831170626,0.556017437,-0.822983866,0.568064747,36.1603,15.1171,0,0,0.0034,0,0.0386,11.13057143,13.01810667,24.6,25.7,25.05,24.85,24.6,645.8551,04-11-2023
2424162000,9.7583,24.8,6,4,11,2023,309,5,44,1,-0.821476553,0.570242293,-0.822983866,0.568064747,26.6332,36.1603,15.1171,0,0,0.0034,0,12.52461429,13.34073,24.25,24.6,25.7,24.55,24.71428571,242.00584,05-11-2023
2424162000,0,24.35,0,4,11,2023,310,6,45,0,-0.811539059,0.584298174,-0.748510748,0.663122658,9.7583,26.6332,36.1603,15.1171,0,0,0.0034,12.52412857,13.20689667,24.8,24.25,24.6,24.46666667,24.72857143,0,06-11-2023
2424162000,0.0013,23.4,1,4,11,2023,311,7,45,0,-0.801361088,0.598180914,-0.748510748,0.663122658,0,9.7583,26.6332,36.1603,15.1171,0,0,12.52431429,12.48063667,24.35,24.8,24.25,24.18333333,24.59285714,0.03042,07-11-2023
2424162000,0.0973,23.95,2,4,11,2023,312,8,45,0,-0.790945657,0.611886401,-0.748510748,0.663122658,0.0013,0,9.7583,26.6332,36.1603,15.1171,0,12.53821429,11.89920333,23.4,24.35,24.8,23.9,24.43571429,2.330335,08-11-2023
2424162000,0.3855,24.55,3,4,11,2023,313,9,45,0,-0.780295851,0.625410573,-0.748510748,0.663122658,0.0973,0.0013,0,9.7583,26.6332,36.1603,15.1171,10.4337,11.51270333,23.95,23.4,24.35,23.96666667,24.27142857,9.464025,09-11-2023
2424162000,0.3948,24.8,4,4,11,2023,314,10,45,0,-0.769414827,0.638749422,-0.748510748,0.663122658,0.3855,0.0973,0.0013,0,9.7583,26.6332,36.1603,5.324342857,10.94022,24.55,23.95,23.4,24.43333333,24.3,9.79104,10-11-2023
2424162000,0.1592,24.3,5,4,11,2023,315,11,45,1,-0.758305808,0.651898996,-0.748510748,0.663122658,0.3948,0.3855,0.0973,0.0013,0,9.7583,26.6332,1.542342857,10.62943,24.8,24.55,23.95,24.55,24.30714286,3.86856,11-11-2023
2424162000,0,22.85,6,4,11,2023,316,12,45,1,-0.746972088,0.664855398,-0.748510748,0.663122658,0.1592,0.3948,0.3855,0.0973,0.0013,0,9.7583,0.1483,10.12866333,24.3,24.8,24.55,23.98333333,24.02857143,0,12-11-2023
2424162000,0.0291,23.55,0,4,11,2023,317,13,46,0,-0.735417023,0.677614789,-0.663122658,0.748510748,0,0.1592,0.3948,0.3855,0.0973,0.0013,0,0.152457143,9.898856667,22.85,24.3,24.8,23.56666667,23.91428571,0.685305,13-11-2023
2424162000,0,23,1,4,11,2023,318,14,46,0,-0.723644038,0.690173388,-0.663122658,0.748510748,0.0291,0,0.1592,0.3948,0.3855,0.0973,0.0013,0.152271429,9.82779,23.55,22.85,24.3,23.13333333,23.85714286,0,14-11-2023
2424162000,0.4579,22.75,2,4,11,2023,319,15,46,0,-0.711656622,0.702527474,-0.663122658,0.748510748,0,0.0291,0,0.1592,0.3948,0.3855,0.0973,0.203785714,7.493813333,23,23.55,22.85,23.1,23.68571429,10.417225,15-11-2023
2424162000,2.5469,22.2,3,4,11,2023,320,16,46,0,-0.699458327,0.714673386,-0.663122658,0.748510748,0.4579,0,0.0291,0,0.1592,0.3948,0.3855,0.512557143,5.943283333,22.75,23,23.55,22.65,23.35,56.54118,16-11-2023
2424162000,0.312,22.6,4,4,11,2023,321,17,46,0,-0.687052767,0.726607525,-0.663122658,0.748510748,2.5469,0.4579,0,0.0291,0,0.1592,0.3948,0.500728571,5.458556667,22.2,22.75,23,22.51666667,23.03571429,7.0512,17-11-2023
2424162000,1.5258,22.75,5,4,11,2023,322,18,46,1,-0.674443619,0.738326354,-0.663122658,0.748510748,0.312,2.5469,0.4579,0,0.0291,0,0.1592,0.695957143,4.38626,22.6,22.2,22.75,22.51666667,22.81428571,34.71195,18-11-2023
2424162000,3.2307,22.9,6,4,11,2023,323,19,46,1,-0.661634618,0.749826401,-0.663122658,0.748510748,1.5258,0.312,2.5469,0.4579,0,0.0291,0,1.157485714,3.871406667,22.75,22.6,22.2,22.75,22.82142857,73.98303,19-11-2023
2424162000,7.4061,22.75,0,4,11,2023,324,20,47,0,-0.648629561,0.761104259,-0.568064747,0.822983866,3.2307,1.5258,0.312,2.5469,0.4579,0,0.0291,2.211342857,3.64224,22.9,22.75,22.6,22.8,22.70714286,168.488775,20-11-2023
2424162000,0.3854,22.1,1,4,11,2023,325,21,47,0,-0.635432301,0.772156584,-0.568064747,0.822983866,7.4061,3.2307,1.5258,0.312,2.5469,0.4579,0,2.2664,3.655086667,22.75,22.9,22.75,22.58333333,22.57857143,8.51734,21-11-2023
2424162000,0.5434,21.2,2,4,11,2023,326,22,47,0,-0.622046748,0.782980104,-0.568064747,0.822983866,0.3854,7.4061,3.2307,1.5258,0.312,2.5469,0.4579,2.278614286,3.6732,22.1,22.75,22.9,22.01666667,22.35714286,11.52008,22-11-2023
2424162000,0.2328,21.05,3,4,11,2023,327,23,47,0,-0.60847687,0.793571609,-0.568064747,0.822983866,0.5434,0.3854,7.4061,3.2307,1.5258,0.312,2.5469,1.948028571,3.680896667,21.2,22.1,22.75,21.45,22.19285714,4.90044,23-11-2023
2424162000,0.2395,20.3,4,4,11,2023,328,24,47,0,-0.594726687,0.803927962,-0.568064747,0.822983866,0.2328,0.5434,0.3854,7.4061,3.2307,1.5258,0.312,1.937671429,3.670046667,21.05,21.2,22.1,20.85,21.86428571,4.86185,24-11-2023
2424162000,1.6811,19.45,5,4,11,2023,329,25,47,1,-0.580800273,0.814046094,-0.568064747,0.822983866,0.2395,0.2328,0.5434,0.3854,7.4061,3.2307,1.5258,1.959857143,3.583536667,20.3,21.05,21.2,20.26666667,21.39285714,32.697395,25-11-2023
2424162000,1.0902,19.1,6,4,11,2023,330,26,47,1,-0.566701756,0.823923006,-0.568064747,0.822983866,1.6811,0.2395,0.2328,0.5434,0.3854,7.4061,3.2307,1.654071429,3.61433,19.45,20.3,21.05,19.61666667,20.85,20.82282,26-11-2023
2424162000,0.2748,19.65,0,4,11,2023,331,27,48,0,-0.552435313,0.833555772,-0.464723172,0.885456026,1.0902,1.6811,0.2395,0.2328,0.5434,0.3854,7.4061,0.635314286,3.622203333,19.1,19.45,20.3,19.4,20.40714286,5.39982,27-11-2023
2424162000,0,20.95,1,4,11,2023,332,28,48,0,-0.538005172,0.842941537,-0.464723172,0.885456026,0.2748,1.0902,1.6811,0.2395,0.2328,0.5434,0.3854,0.580257143,3.622203333,19.65,19.1,19.45,19.9,20.24285714,0,28-11-2023
2424162000,0,21.2,2,4,11,2023,333,29,48,0,-0.523415607,0.852077521,-0.464723172,0.885456026,0,0.2748,1.0902,1.6811,0.2395,0.2328,0.5434,0.502628571,3.62209,20.95,19.65,19.1,20.6,20.24285714,0,29-11-2023
2424162000,0.4661,20.6,3,4,11,2023,334,30,48,0,-0.508670944,0.860961016,-0.464723172,0.885456026,0,0,0.2748,1.0902,1.6811,0.2395,0.2328,0.535957143,3.637626667,21.2,20.95,19.65,20.91666667,20.17857143,9.60166,30-11-2023
2424162000,0.3203,21.55,4,4,12,2023,335,1,48,0,-0.49377555,0.869589389,-0.464723172,0.885456026,0.4661,0,0,0.2748,1.0902,1.6811,0.2395,0.5475,3.648303333,20.6,21.2,20.95,21.11666667,20.35714286,6.902465,01-12-2023
2424162000,0.5854,22.25,5,4,12,2023,336,2,48,1,-0.47873384,0.877960085,-0.464723172,0.885456026,0.3203,0.4661,0,0,0.2748,1.0902,1.6811,0.390971429,3.163913333,21.55,20.6,21.2,21.46666667,20.75714286,13.02515,02-12-2023
2424162000,3.876,22.55,6,4,12,2023,337,3,48,1,-0.463550271,0.886070622,-0.464723172,0.885456026,0.5854,0.3203,0.4661,0,0,0.2748,1.0902,0.788942857,2.08777,22.25,21.55,20.6,22.11666667,21.25,87.4038,03-12-2023
2424162000,5.8474,22.7,0,4,12,2023,338,4,49,0,-0.448229342,0.893918597,-0.354604887,0.935016243,3.876,0.5854,0.3203,0.4661,0,0,0.2748,1.585028571,1.39491,22.55,22.25,21.55,22.5,21.68571429,132.73598,04-12-2023
2424162000,0.012,21.55,1,4,12,2023,339,5,49,0,-0.432775593,0.901501684,-0.354604887,0.935016243,5.8474,3.876,0.5854,0.3203,0.4661,0,0,1.586742857,1.070033333,22.7,22.55,22.25,22.26666667,21.77142857,0.2586,05-12-2023
2424162000,0.6035,21.7,2,4,12,2023,340,6,49,0,-0.417193603,0.908817637,-0.354604887,0.935016243,0.012,5.8474,3.876,0.5854,0.3203,0.4661,0,1.672957143,1.09015,21.55,22.7,22.55,21.98333333,21.84285714,13.09595,06-12-2023
2424162000,1.0227,19.15,3,4,12,2023,341,7,49,0,-0.401487989,0.915864288,-0.354604887,0.935016243,0.6035,0.012,5.8474,3.876,0.5854,0.3203,0.4661,1.752471429,1.124196667,21.7,21.55,22.7,20.8,21.63571429,19.584705,07-12-2023
2424162000,0.5491,20.05,4,4,12,2023,342,8,49,0,-0.385663406,0.922639549,-0.354604887,0.935016243,1.0227,0.6035,0.012,5.8474,3.876,0.5854,0.3203,1.785157143,1.139256667,19.15,21.7,21.55,20.3,21.42142857,11.009455,08-12-2023
2424162000,2.2567,20.5,5,4,12,2023,343,9,49,1,-0.369724543,0.929141411,-0.354604887,0.935016243,0.5491,1.0227,0.6035,0.012,5.8474,3.876,0.5854,2.023914286,1.20163,20.05,19.15,21.7,19.9,21.17142857,46.26235,09-12-2023
2424162000,0.0149,18.55,6,4,12,2023,344,10,49,1,-0.353676122,0.935367949,-0.354604887,0.935016243,2.2567,0.5491,1.0227,0.6035,0.012,5.8474,3.876,1.472328571,1.188966667,20.5,20.05,19.15,19.7,20.6,0.276395,10-12-2023
2424162000,6.8529,17.8,0,4,12,2023,345,11,50,0,-0.3375229,0.941317318,-0.239315664,0.970941817,0.0149,2.2567,0.5491,1.0227,0.6035,0.012,5.8474,1.615971429,1.41209,18.55,20.5,20.05,18.95,19.9,121.98162,11-12-2023
2424162000,17.4498,18.45,1,4,12,2023,346,12,50,0,-0.321269662,0.946987753,-0.239315664,0.970941817,6.8529,0.0149,2.2567,0.5491,1.0227,0.6035,0.012,4.107085714,1.99375,17.8,18.55,20.5,18.26666667,19.45714286,321.94881,12-12-2023
2424162000,27.4726,17.75,2,4,12,2023,347,13,50,0,-0.304921225,0.952377576,-0.239315664,0.970941817,17.4498,6.8529,0.0149,2.2567,0.5491,1.0227,0.6035,7.945528571,2.908533333,18.45,17.8,18.55,18,18.89285714,487.63865,13-12-2023
2424162000,9.1933,17.55,3,4,12,2023,348,14,50,0,-0.288482433,0.957485188,-0.239315664,0.970941817,27.4726,17.4498,6.8529,0.0149,2.2567,0.5491,1.0227,9.112757143,3.214976667,17.75,18.45,17.8,17.91666667,18.66428571,161.342415,14-12-2023
2424162000,9.3247,17,4,4,12,2023,349,15,50,0,-0.271958158,0.962309077,-0.239315664,0.970941817,9.1933,27.4726,17.4498,6.8529,0.0149,2.2567,0.5491,10.36641429,3.510536667,17.55,17.75,18.45,17.43333333,18.22857143,158.5199,15-12-2023
2424162000,0.4388,16.85,5,4,12,2023,350,16,50,1,-0.255353295,0.966847814,-0.239315664,0.970941817,9.3247,9.1933,27.4726,17.4498,6.8529,0.0149,2.2567,10.10671429,3.440266667,17,17.55,17.75,17.13333333,17.70714286,7.39378,16-12-2023
2424162000,0.1953,17.2,6,4,12,2023,351,17,50,1,-0.238672766,0.971100052,-0.239315664,0.970941817,0.4388,9.3247,9.1933,27.4726,17.4498,6.8529,0.0149,10.13248571,3.436376667,16.85,17,17.55,17.01666667,17.51428571,3.35916,17-12-2023
2424162000,1.7565,16.3,0,4,12,2023,352,18,51,0,-0.221921513,0.975064532,-0.12053668,0.992708874,0.1953,0.4388,9.3247,9.1933,27.4726,17.4498,6.8529,9.404428571,3.444066667,17.2,16.85,17,16.78333333,17.3,28.63095,18-12-2023
2424162000,0.0001,16.05,1,4,12,2023,353,19,51,0,-0.2051045,0.97874008,-0.12053668,0.992708874,1.7565,0.1953,0.4388,9.3247,9.1933,27.4726,17.4498,6.911614286,3.33638,16.3,17.2,16.85,16.51666667,16.95714286,0.001605,19-12-2023
2424162000,0.0128,15.8,2,4,12,2023,354,20,51,0,-0.18822671,0.982125606,-0.12053668,0.992708874,0.0001,1.7565,0.1953,0.4388,9.3247,9.1933,27.4726,2.988785714,3.089936667,16.05,16.3,17.2,16.05,16.67857143,0.20224,20-12-2023
2424162000,0,15.75,3,4,12,2023,355,21,51,0,-0.171293144,0.985220107,-0.12053668,0.992708874,0.0128,0.0001,1.7565,0.1953,0.4388,9.3247,9.1933,1.675457143,3.07709,15.8,16.05,16.3,15.86666667,16.42142857,0,21-12-2023
2424162000,0.002,15.65,4,4,12,2023,356,22,51,0,-0.154308821,0.988022666,-0.12053668,0.992708874,0,0.0128,0.0001,1.7565,0.1953,0.4388,9.3247,0.343642857,3.059043333,15.75,15.8,16.05,15.73333333,16.22857143,0.0313,22-12-2023
2424162000,0,18.2,5,4,12,2023,357,23,51,1,-0.137278772,0.990532452,-0.12053668,0.992708874,0.002,0,0.0128,0.0001,1.7565,0.1953,0.4388,0.280957143,3.051283333,15.65,15.75,15.8,16.53333333,16.42142857,0,23-12-2023
2424162000,0.0088,17.95,6,4,12,2023,358,24,51,1,-0.120208045,0.992748722,-0.12053668,0.992708874,0,0.002,0,0.0128,0.0001,1.7565,0.1953,0.254314286,3.043593333,18.2,15.65,15.75,17.26666667,16.52857143,0.15796,24-12-2023
2424162000,0,17.8,0,4,12,2023,359,25,52,0,-0.103101697,0.99467082,6.43E-16,1,0.0088,0,0.002,0,0.0128,0.0001,1.7565,0.003385714,2.987556667,17.95,18.2,15.65,17.98333333,16.74285714,0,25-12-2023
2424162000,0,17.4,1,4,12,2023,360,26,52,0,-0.085964799,0.996298175,6.43E-16,1,0,0.0088,0,0.002,0,0.0128,0.0001,0.003371429,2.951216667,17.8,17.95,18.2,17.71666667,16.93571429,0,26-12-2023
2424162000,0.0074,17.75,2,4,12,2023,361,27,52,0,-0.068802427,0.997630305,6.43E-16,1,0,0,0.0088,0,0.002,0,0.0128,0.0026,2.942303333,17.4,17.8,17.95,17.65,17.21428571,0.13135,27-12-2023
2424162000,0.0892,16.75,3,4,12,2023,362,28,52,0,-0.051619667,0.998666816,6.43E-16,1,0.0074,0,0,0.0088,0,0.002,0,0.015342857,2.945276667,17.75,17.4,17.8,17.3,17.35714286,1.4941,28-12-2023
2424162000,0,16.5,4,4,12,2023,363,29,52,0,-0.034421612,0.999407401,6.43E-16,1,0.0892,0.0074,0,0,0.0088,0,0.002,0.015057143,2.945276667,16.75,17.75,17.4,17,17.47857143,0,29-12-2023
2424162000,2.6685,15.6,5,4,12,2023,364,30,52,1,-0.017213356,0.999851839,6.43E-16,1,0,0.0892,0.0074,0,0,0.0088,0,0.396271429,3.01869,16.5,16.75,17.75,16.28333333,17.10714286,41.6286,30-12-2023
2424162000,1.1928,14.15,6,4,12,2023,365,31,52,1,6.43E-16,1,6.43E-16,1,2.6685,0,0.0892,0.0074,0,0,0.0088,0.565414286,3.047773333,15.6,16.5,16.75,15.41666667,16.56428571,16.87812,31-12-2023
2424162000,0.349,15.15,0,1,1,2024,1,1,1,0,0.017213356,0.999851839,0.12053668,0.992708874,1.1928,2.6685,0,0.0892,0.0074,0,0,0.615271429,3.039893333,14.15,15.6,16.5,14.96666667,16.18571429,5.28735,01-01-2024
2424162000,0.3248,16.05,1,1,1,2024,2,2,1,0,0.034421612,0.999407401,0.12053668,0.992708874,0.349,1.1928,2.6685,0,0.0892,0.0074,0,0.661671429,2.92152,15.15,14.15,15.6,15.11666667,15.99285714,5.21304,02-01-2024
2424162000,0.2424,15.55,2,1,1,2024,3,3,1,0,0.051619667,0.998666816,0.12053668,0.992708874,0.3248,0.349,1.1928,2.6685,0,0.0892,0.0074,0.695242857,2.734686667,16.05,15.15,14.15,15.58333333,15.67857143,3.76932,03-01-2024
2424162000,0.1361,17.05,3,1,1,2024,4,4,1,0,0.068802427,0.997630305,0.12053668,0.992708874,0.2424,0.3248,0.349,1.1928,2.6685,0,0.0892,0.701942857,2.738823333,15.55,16.05,15.15,16.21666667,15.72142857,2.320505,04-01-2024
2424162000,0.4014,16.5,4,1,1,2024,5,5,1,0,0.085964799,0.996298175,0.12053668,0.992708874,0.1361,0.2424,0.3248,0.349,1.1928,2.6685,0,0.759285714,2.732086667,17.05,15.55,16.05,16.36666667,15.72142857,6.6231,05-01-2024
2424162000,0.3314,17.15,5,1,1,2024,6,6,1,1,0.103101697,0.99467082,0.12053668,0.992708874,0.4014,0.1361,0.2424,0.3248,0.349,1.1928,2.6685,0.425414286,2.709043333,16.5,17.05,15.55,16.9,15.94285714,5.68351,06-01-2024
2424162000,0.3542,17.35,6,1,1,2024,7,7,1,1,0.120208045,0.992748722,0.12053668,0.992708874,0.3314,0.4014,0.1361,0.2424,0.3248,0.349,1.1928,0.305614286,2.702546667,17.15,16.5,17.05,17,16.4,6.14537,07-01-2024
2424162000,0.3332,16.45,0,1,1,2024,8,8,2,0,0.137278772,0.990532452,0.239315664,0.970941817,0.3542,0.3314,0.4014,0.1361,0.2424,0.3248,0.349,0.303357143,2.63843,17.35,17.15,16.5,16.98333333,16.58571429,5.48114,08-01-2024
2424162000,0.3345,16.25,1,1,1,2024,9,9,2,0,0.154308821,0.988022666,0.239315664,0.970941817,0.3332,0.3542,0.3314,0.4014,0.1361,0.2424,0.3248,0.304742857,2.649083333,16.45,17.35,17.15,16.68333333,16.61428571,5.435625,09-01-2024
2424162000,2.2267,16.15,2,1,1,2024,10,10,2,0,0.171293144,0.985220107,0.239315664,0.970941817,0.3345,0.3332,0.3542,0.3314,0.4014,0.1361,0.2424,0.588214286,2.494876667,16.25,16.45,17.35,16.28333333,16.7,35.961205,10-01-2024
2424162000,0.4423,14,3,1,1,2024,11,11,2,0,0.18822671,0.982125606,0.239315664,0.970941817,2.2267,0.3345,0.3332,0.3542,0.3314,0.4014,0.1361,0.631957143,1.92796,16.15,16.25,16.45,15.46666667,16.26428571,6.1922,11-01-2024
2424162000,0.3392,13.6,4,1,1,2024,12,12,2,0,0.2051045,0.97874008,0.239315664,0.970941817,0.4423,2.2267,0.3345,0.3332,0.3542,0.3314,0.4014,0.623071429,1.023513333,14,16.15,16.25,14.58333333,15.85,4.61312,12-01-2024
2424162000,1.5921,13.95,5,1,1,2024,13,13,2,1,0.221921513,0.975064532,0.239315664,0.970941817,0.3392,0.4423,2.2267,0.3345,0.3332,0.3542,0.3314,0.803171429,0.77014,13.6,14,16.15,13.85,15.39285714,22.209795,13-01-2024
2424162000,0.5739,13.65,6,1,1,2024,14,14,2,1,0.238672766,0.971100052,0.239315664,0.970941817,1.5921,0.3392,0.4423,2.2267,0.3345,0.3332,0.3542,0.834557143,0.478446667,13.95,13.6,14,13.73333333,14.86428571,7.833735,14-01-2024
2424162000,0.3666,12.4,0,1,1,2024,15,15,3,0,0.255353295,0.966847814,0.354604887,0.935016243,0.5739,1.5921,0.3392,0.4423,2.2267,0.3345,0.3332,0.839328571,0.47604,13.65,13.95,13.6,13.33333333,14.28571429,4.54584,15-01-2024
2424162000,0.2871,12.15,1,1,1,2024,16,16,3,0,0.271958158,0.962309077,0.354604887,0.935016243,0.3666,0.5739,1.5921,0.3392,0.4423,2.2267,0.3345,0.832557143,0.4791,12.4,13.65,13.95,12.73333333,13.7,3.488265,16-01-2024
2424162000,2.2186,12.6,2,1,1,2024,17,17,3,0,0.288482433,0.957485188,0.354604887,0.935016243,0.2871,0.3666,0.5739,1.5921,0.3392,0.4423,2.2267,0.8314,0.494503333,12.15,12.4,13.65,12.38333333,13.19285714,27.95436,17-01-2024
